,race,social_class,income,president,sex,urban
5764,White,Upper class,300000.0,1.0,Female,Suburb
5765,White,Middle class,124999.0,1.0,Female,City
5766,White,Middle class,109999.0,1.0,Female,Small town
5767,White,Lower class,49999.0,1.0,Female,City
5768,White,Middle class,59999.0,0.0,Male,Small town
5769,Hispanic,Middle class,79999.0,0.0,Female,Suburb
5770,White,Middle class,124999.0,1.0,Female,Suburb
5771,White,Middle class,174999.0,0.0,Male,Small town
5772,White,Working class,99999.0,0.0,Female,Rural area
5773,White,Working class,69999.0,0.0,Male,Small town
5774,Black,Middle class,64999.0,1.0,Female,Rural area
5775,White,Upper class,300000.0,0.0,Female,City
5776,Asian,Middle class,59999.0,1.0,Female,Suburb
5777,White,Working class,44999.0,0.0,Male,Small town
5778,Hispanic,Middle class,99999.0,1.0,Female,City
5779,White,Working class,89999.0,0.0,Male,Rural area
5780,White,Middle class,64999.0,0.0,Female,Small town
5781,White,Working class,24999.0,0.0,Male,Small town
5782,White,Middle class,109999.0,0.0,Male,Suburb
5783,Black,Middle class,89999.0,1.0,Male,City
5784,White,Middle class,29999.0,1.0,Female,City
5785,White,Working class,109999.0,0.0,Female,Rural area
5786,White,Middle class,249999.0,1.0,Female,Small town
5787,White,Middle class,249999.0,1.0,Male,City
5788,White,Middle class,44999.0,1.0,Female,City
5789,White,Middle class,99999.0,1.0,Female,Rural area
5790,White,Middle class,34999.0,1.0,Male,City
5791,White,Middle class,74999.0,1.0,Female,Small town
5792,White,Middle class,9999.0,1.0,Female,Suburb
5793,White,Middle class,69999.0,0.0,Male,City
5794,White,Working class,64999.0,1.0,Male,Rural area
5795,White,Working class,49999.0,0.0,Male,City
5796,White,Working class,49999.0,0.0,Female,Rural area
5797,White,Middle class,99999.0,1.0,Female,Small town
5798,White,Middle class,9999.0,0.0,Female,Suburb
5799,White,Lower class,29999.0,0.0,Male,City
5800,White,Middle class,149999.0,1.0,Male,Suburb
5801,White,Middle class,14999.0,0.0,Female,Rural area
5802,White,Working class,9999.0,0.0,Female,City
5803,White,Middle class,149999.0,1.0,Male,City
5804,Multiple,Middle class,99999.0,1.0,Female,Small town
5805,White,Lower class,24999.0,1.0,Female,Small town
5806,White,Middle class,249999.0,1.0,Female,Suburb
5807,White,Working class,79999.0,0.0,Male,Rural area
5808,White,Middle class,249999.0,1.0,Male,Suburb
5809,White,Working class,124999.0,0.0,Female,City
5810,Multiple,Working class,24999.0,1.0,Male,Suburb
5811,White,Upper class,9999.0,1.0,Female,Suburb
5812,Black,Working class,29999.0,1.0,Female,Small town
5813,White,Middle class,249999.0,1.0,Female,Rural area
5814,Black,Middle class,9999.0,1.0,Female,Rural area
5815,White,Middle class,9999.0,1.0,Male,Suburb
5816,White,Working class,99999.0,1.0,Male,City
5817,White,Lower class,14999.0,1.0,Male,Suburb
5818,White,Working class,79999.0,0.0,Male,Small town
5819,White,Lower class,74999.0,0.0,Female,City
5820,Hispanic,Working class,59999.0,1.0,Male,City
5821,White,Working class,149999.0,0.0,Male,Small town
5822,White,Working class,49999.0,0.0,Male,Suburb
5823,White,Middle class,124999.0,1.0,Male,City
5824,White,Middle class,174999.0,0.0,Female,Suburb
5825,Black,Middle class,34999.0,1.0,Female,Suburb
5826,White,Working class,44999.0,1.0,Male,City
5827,White,Working class,49999.0,1.0,Female,Small town
5828,White,Working class,24999.0,0.0,Male,Rural area
5829,White,Middle class,109999.0,1.0,Male,City
5830,Black,Middle class,64999.0,1.0,Female,City
5831,White,Middle class,74999.0,1.0,Male,Suburb
5832,White,Working class,14999.0,0.0,Female,Small town
5833,Hispanic,Middle class,9999.0,1.0,Male,City
5834,White,Middle class,99999.0,1.0,Male,City
5835,Black,Lower class,14999.0,1.0,Female,City
5836,White,Upper class,9999.0,0.0,Male,City
5837,Hispanic,Working class,74999.0,0.0,Female,City
5838,Native American,Working class,24999.0,0.0,Female,Suburb
5839,White,Middle class,64999.0,1.0,Male,Small town
5840,White,Middle class,29999.0,0.0,Female,Small town
5841,White,Middle class,109999.0,1.0,Female,City
5842,Hispanic,Middle class,124999.0,1.0,Male,City
5843,White,Middle class,109999.0,1.0,Female,Suburb
5844,White,Middle class,29999.0,1.0,Female,City
5845,White,Middle class,109999.0,0.0,Male,City
5846,Hispanic,Middle class,249999.0,1.0,Female,Suburb
5847,White,Middle class,59999.0,1.0,Female,City
5848,Black,Working class,9999.0,1.0,Female,Rural area
5849,White,Working class,99999.0,0.0,Male,Rural area
5850,White,Middle class,79999.0,1.0,Male,City
5851,White,Middle class,34999.0,1.0,Female,Rural area
5852,White,Working class,44999.0,0.0,Male,Small town
5853,White,Middle class,19999.0,0.0,Female,Suburb
5854,White,Middle class,59999.0,0.0,Male,Suburb
5855,White,Middle class,24999.0,0.0,Female,Small town
5856,Asian,Middle class,174999.0,1.0,Female,Suburb
5857,White,Middle class,44999.0,1.0,Female,Small town
5858,White,Middle class,74999.0,1.0,Female,Suburb
5859,White,Working class,79999.0,0.0,Female,Rural area
5860,White,Working class,44999.0,1.0,Female,Small town
5861,White,Working class,124999.0,0.0,Male,Small town
5862,White,Middle class,174999.0,1.0,Female,City
5863,White,Middle class,124999.0,1.0,Male,Suburb
5864,White,Middle class,39999.0,0.0,Female,Suburb
5865,White,Middle class,174999.0,0.0,Male,Suburb
5866,White,Middle class,79999.0,0.0,Female,Suburb
5867,White,Middle class,300000.0,0.0,Female,Rural area
5868,White,Middle class,89999.0,1.0,Male,Small town
5869,Black,Working class,79999.0,1.0,Female,City
5870,Native American,Working class,14999.0,1.0,Female,Small town
5871,Black,Lower class,14999.0,1.0,Male,Small town
5872,White,Middle class,69999.0,0.0,Female,Suburb
5873,White,Middle class,109999.0,1.0,Male,City
5874,White,Working class,19999.0,1.0,Male,Suburb
5875,White,Upper class,64999.0,1.0,Male,Small town
5876,White,Middle class,69999.0,0.0,Male,Small town
5877,White,Middle class,124999.0,1.0,Male,City
5878,White,Working class,49999.0,0.0,Male,Suburb
5879,Native American,Working class,79999.0,0.0,Male,Rural area
5880,White,Middle class,89999.0,0.0,Female,Small town
5881,White,Working class,69999.0,0.0,Female,City
5882,White,Middle class,149999.0,1.0,Male,City
5883,White,Working class,99999.0,1.0,Female,Small town
5884,White,Working class,69999.0,1.0,Female,Rural area
5885,White,Middle class,109999.0,1.0,Female,City
5886,White,Middle class,249999.0,1.0,Female,Small town
5887,White,Middle class,79999.0,1.0,Male,City
5888,White,Lower class,14999.0,1.0,Female,City
5889,White,Middle class,64999.0,0.0,Male,Rural area
5890,White,Working class,39999.0,0.0,Male,City
5891,White,Working class,74999.0,0.0,Male,Small town
5892,White,Middle class,174999.0,0.0,Male,Small town
5893,White,Middle class,34999.0,1.0,Female,Suburb
5894,White,Working class,74999.0,1.0,Male,City
5895,White,Middle class,44999.0,0.0,Male,Small town
5896,Black,Middle class,14999.0,0.0,Female,City
5897,Black,Lower class,14999.0,1.0,Female,City
5898,White,Middle class,29999.0,1.0,Male,Small town
5899,Black,Upper class,300000.0,1.0,Male,City
5900,White,Middle class,99999.0,0.0,Male,City
5901,White,Middle class,109999.0,0.0,Female,Suburb
5902,White,Working class,34999.0,0.0,Female,Small town
5903,White,Working class,249999.0,1.0,Female,Suburb
5904,White,Middle class,34999.0,0.0,Male,Suburb
5905,White,Middle class,9999.0,0.0,Male,Small town
5906,White,Working class,9999.0,0.0,Male,Small town
5907,White,Middle class,149999.0,1.0,Male,City
5908,Black,Middle class,64999.0,1.0,Female,City
5909,White,Middle class,99999.0,1.0,Female,Rural area
5910,Black,Middle class,59999.0,1.0,Female,Suburb
5911,White,Working class,69999.0,0.0,Male,Rural area
5912,White,Working class,64999.0,0.0,Female,City
5913,White,Middle class,29999.0,1.0,Female,Suburb
5914,White,Middle class,124999.0,1.0,Female,Suburb
5915,White,Middle class,109999.0,1.0,Male,Suburb
5916,White,Lower class,19999.0,0.0,Male,Rural area
5917,White,Working class,34999.0,1.0,Male,City
5918,Native American,Middle class,64999.0,0.0,Female,Rural area
5919,White,Middle class,124999.0,0.0,Male,Small town
5920,White,Middle class,109999.0,0.0,Female,City
5921,White,Middle class,149999.0,1.0,Female,Small town
5922,White,Middle class,149999.0,1.0,Male,City
5923,Black,Middle class,74999.0,0.0,Male,Small town
5924,Hispanic,Middle class,109999.0,0.0,Male,Suburb
5925,White,Working class,14999.0,0.0,Female,City
5926,Black,Working class,49999.0,1.0,Male,Suburb
5927,White,Working class,69999.0,1.0,Male,Small town
5928,White,Middle class,124999.0,0.0,Male,City
5929,White,Lower class,49999.0,1.0,Male,City
5930,White,Middle class,39999.0,0.0,Male,Small town
5931,White,Middle class,174999.0,0.0,Male,Suburb
5932,White,Middle class,24999.0,1.0,Female,Rural area
5933,Hispanic,Working class,59999.0,1.0,Female,City
5934,White,Upper class,89999.0,1.0,Female,Suburb
5935,White,Middle class,9999.0,1.0,Male,City
5936,White,Working class,79999.0,0.0,Female,Small town
5937,White,Middle class,59999.0,0.0,Male,City
5938,White,Working class,109999.0,0.0,Female,City
5939,White,Middle class,89999.0,1.0,Male,Suburb
5940,White,Working class,9999.0,0.0,Female,Small town
5941,White,Middle class,79999.0,0.0,Female,Suburb
5942,Asian,Working class,59999.0,0.0,Female,Small town
5943,White,Working class,59999.0,1.0,Male,City
5944,White,Working class,79999.0,0.0,Female,Rural area
5945,White,Working class,44999.0,0.0,Female,Small town
5946,White,Middle class,64999.0,0.0,Female,Small town
5947,Black,Working class,64999.0,0.0,Female,Rural area
5948,White,Working class,149999.0,0.0,Female,Rural area
5949,Hispanic,Working class,59999.0,1.0,Male,Small town
5950,Hispanic,Working class,124999.0,0.0,Male,Suburb
5951,White,Middle class,174999.0,1.0,Male,City
5952,White,Middle class,124999.0,1.0,Female,Small town
5953,Black,Lower class,39999.0,1.0,Male,Rural area
5954,White,Working class,29999.0,0.0,Female,Small town
5955,White,Working class,59999.0,1.0,Male,Small town
5956,White,Middle class,109999.0,0.0,Male,Small town
5957,Black,Middle class,9999.0,1.0,Female,City
5958,Native American,Working class,59999.0,1.0,Male,Small town
5959,White,Middle class,59999.0,0.0,Male,Suburb
5960,Asian,Middle class,99999.0,1.0,Female,City
5961,Black,Working class,64999.0,1.0,Female,Small town
5962,Black,Middle class,39999.0,1.0,Male,City
5963,White,Upper class,44999.0,0.0,Male,City
5964,White,Working class,74999.0,0.0,Male,Small town
5965,White,Middle class,109999.0,1.0,Male,Small town
5966,White,Upper class,300000.0,1.0,Male,Suburb
5967,White,Middle class,64999.0,1.0,Female,Small town
5968,White,Middle class,300000.0,1.0,Female,Small town
5969,White,Middle class,109999.0,0.0,Male,Rural area
5970,White,Middle class,59999.0,1.0,Male,Rural area
5971,White,Middle class,44999.0,1.0,Female,City
5972,White,Working class,9999.0,1.0,Female,City
5973,White,Working class,49999.0,0.0,Female,Small town
5974,White,Middle class,149999.0,0.0,Male,Suburb
5975,White,Working class,39999.0,0.0,Female,Suburb
5976,Hispanic,Middle class,79999.0,1.0,Female,Suburb
5977,White,Middle class,249999.0,0.0,Female,Suburb
5978,White,Middle class,149999.0,1.0,Male,Suburb
5979,White,Working class,29999.0,0.0,Female,Rural area
5980,White,Working class,49999.0,0.0,Female,Rural area
5981,White,Working class,59999.0,0.0,Male,Suburb
5982,Multiple,Working class,69999.0,0.0,Female,Rural area
5983,White,Middle class,124999.0,1.0,Female,Suburb
5984,Multiple,Upper class,249999.0,1.0,Female,Suburb
5985,White,Middle class,59999.0,0.0,Male,Suburb
5986,White,Middle class,149999.0,0.0,Male,Small town
5987,Hispanic,Middle class,109999.0,1.0,Female,Rural area
5988,White,Working class,34999.0,1.0,Female,City
5989,Asian,Upper class,300000.0,1.0,Male,City
5990,Hispanic,Working class,64999.0,1.0,Female,City
5991,White,Working class,9999.0,1.0,Female,Suburb
5992,White,Middle class,64999.0,1.0,Male,Rural area
5993,White,Upper class,249999.0,0.0,Female,Suburb
5994,Asian,Working class,49999.0,1.0,Female,City
5995,White,Upper class,300000.0,0.0,Male,Rural area
5996,Multiple,Middle class,174999.0,1.0,Male,Suburb
5997,White,Middle class,249999.0,1.0,Male,Rural area
5998,White,Lower class,14999.0,1.0,Female,Suburb
5999,White,Middle class,149999.0,1.0,Female,City
6000,White,Middle class,174999.0,0.0,Female,Suburb
6001,White,Working class,109999.0,1.0,Male,Rural area
6002,White,Middle class,99999.0,1.0,Male,City
6003,White,Middle class,14999.0,0.0,Male,Rural area
6004,White,Middle class,64999.0,1.0,Female,Suburb
6005,Hispanic,Middle class,109999.0,1.0,Female,Suburb
6006,White,Working class,24999.0,0.0,Male,Suburb
6007,White,Working class,149999.0,1.0,Female,City
6008,White,Middle class,19999.0,1.0,Male,City
6009,Multiple,Lower class,34999.0,0.0,Female,Small town
6010,White,Middle class,44999.0,1.0,Female,Suburb
6011,White,Working class,19999.0,0.0,Female,Small town
6012,White,Middle class,44999.0,0.0,Male,Suburb
6013,White,Middle class,74999.0,0.0,Female,Suburb
6014,Hispanic,Middle class,174999.0,1.0,Female,City
6015,White,Working class,59999.0,0.0,Male,Small town
6016,White,Middle class,44999.0,1.0,Male,Small town
6017,White,Middle class,174999.0,1.0,Male,City
6018,White,Middle class,174999.0,1.0,Female,City
6019,White,Middle class,64999.0,1.0,Male,Suburb
6020,White,Working class,49999.0,1.0,Male,Suburb
6021,White,Middle class,24999.0,0.0,Male,Small town
6022,White,Middle class,89999.0,1.0,Female,Suburb
6023,Asian,Working class,149999.0,0.0,Male,Suburb
6024,White,Middle class,74999.0,0.0,Male,Small town
6025,White,Middle class,249999.0,0.0,Female,Suburb
6026,White,Upper class,300000.0,1.0,Male,City
6027,White,Working class,29999.0,0.0,Male,Rural area
6028,White,Working class,44999.0,1.0,Female,City
6029,Black,Middle class,149999.0,1.0,Male,City
6030,White,Working class,39999.0,0.0,Male,Small town
6031,Black,Working class,64999.0,1.0,Female,City
6032,White,Working class,79999.0,0.0,Female,Rural area
6033,White,Middle class,149999.0,0.0,Male,Small town
6034,Hispanic,Working class,79999.0,1.0,Female,Suburb
6035,Hispanic,Upper class,249999.0,0.0,Male,City
6036,White,Working class,34999.0,1.0,Female,Suburb
6037,White,Middle class,14999.0,1.0,Female,City
6038,White,Working class,24999.0,0.0,Male,Suburb
6039,White,Working class,59999.0,0.0,Male,Small town
6040,White,Middle class,89999.0,1.0,Male,Suburb
6041,White,Working class,64999.0,1.0,Male,Suburb
6042,White,Middle class,99999.0,1.0,Female,Small town
6043,Black,Middle class,69999.0,1.0,Male,City
6044,White,Middle class,89999.0,1.0,Female,City
6045,White,Middle class,99999.0,0.0,Female,Small town
6046,White,Lower class,44999.0,1.0,Female,Rural area
6047,White,Working class,149999.0,1.0,Female,Small town
6048,White,Working class,69999.0,1.0,Female,Rural area
6049,White,Middle class,69999.0,1.0,Female,Small town
6050,White,Middle class,9999.0,0.0,Female,Suburb
6051,White,Middle class,124999.0,1.0,Female,Suburb
6052,White,Middle class,124999.0,1.0,Female,Rural area
6053,White,Working class,174999.0,1.0,Male,City
6054,Hispanic,Working class,9999.0,0.0,Male,City
6055,Hispanic,Lower class,99999.0,1.0,Female,Small town
6056,White,Middle class,249999.0,0.0,Female,Small town
6057,White,Working class,174999.0,0.0,Male,Small town
6058,Black,Middle class,249999.0,1.0,Male,Small town
6059,Black,Working class,44999.0,1.0,Male,City
6060,White,Middle class,44999.0,0.0,Male,Small town
6061,Asian,Middle class,124999.0,1.0,Male,City
6062,White,Middle class,89999.0,1.0,Female,Small town
6063,White,Working class,59999.0,0.0,Female,Suburb
6064,White,Middle class,300000.0,0.0,Male,Suburb
6065,Hispanic,Working class,74999.0,1.0,Female,City
6066,White,Middle class,174999.0,1.0,Female,Suburb
6067,White,Middle class,149999.0,1.0,Female,Suburb
6068,White,Middle class,300000.0,1.0,Male,City
6069,Hispanic,Middle class,64999.0,0.0,Male,City
6070,White,Working class,79999.0,0.0,Female,City
6071,White,Working class,9999.0,0.0,Female,Small town
6072,White,Middle class,249999.0,1.0,Female,Suburb
6073,White,Middle class,89999.0,1.0,Female,City
6074,Hispanic,Middle class,64999.0,1.0,Male,City
6075,White,Upper class,109999.0,1.0,Male,City
6076,White,Working class,59999.0,0.0,Male,Rural area
6077,White,Lower class,9999.0,0.0,Female,Rural area
6078,White,Lower class,59999.0,0.0,Male,Rural area
6079,White,Middle class,44999.0,0.0,Female,Rural area
6080,Asian,Middle class,149999.0,0.0,Male,Suburb
6081,Asian,Middle class,300000.0,1.0,Male,Rural area
6082,White,Working class,44999.0,0.0,Female,City
6083,White,Working class,69999.0,1.0,Male,Suburb
6084,Black,Working class,14999.0,1.0,Female,City
6085,White,Middle class,124999.0,1.0,Male,Suburb
6086,Black,Upper class,9999.0,1.0,Female,City
6087,White,Middle class,109999.0,0.0,Female,Small town
6088,White,Middle class,44999.0,1.0,Male,City
6089,White,Middle class,89999.0,1.0,Male,Small town
6090,Black,Lower class,14999.0,1.0,Female,Small town
6091,White,Middle class,174999.0,0.0,Male,City
6092,Black,Working class,44999.0,1.0,Male,Rural area
6093,White,Working class,44999.0,1.0,Female,Rural area
6094,White,Middle class,149999.0,0.0,Female,Suburb
6095,White,Working class,29999.0,0.0,Female,Suburb
6096,White,Middle class,99999.0,0.0,Male,City
6097,White,Middle class,99999.0,1.0,Female,Rural area
6098,White,Middle class,249999.0,1.0,Male,Small town
6099,Black,Middle class,249999.0,1.0,Female,Suburb
6100,White,Working class,109999.0,0.0,Male,Small town
6101,White,Working class,29999.0,1.0,Female,Suburb
6102,White,Middle class,89999.0,0.0,Male,Small town
6103,White,Middle class,149999.0,1.0,Female,Small town
6104,White,Middle class,149999.0,1.0,Male,Suburb
6105,Multiple,Middle class,174999.0,0.0,Female,Rural area
6106,White,Working class,59999.0,0.0,Female,City
6107,White,Middle class,109999.0,1.0,Female,Small town
6108,Multiple,Working class,19999.0,0.0,Female,Rural area
6109,White,Middle class,109999.0,0.0,Male,Rural area
6110,Hispanic,Middle class,74999.0,0.0,Male,Small town
6111,White,Middle class,99999.0,1.0,Male,City
